rank,isbn13,3세_대출,적합도,인기점수(50),추천도(100),제목,저자,출판사,출판년,추천연령,최다선택나이,분포,그림책,총대출
46,9788936455484,1433,0.826,44.4,85.7,당근 유치원 ,지은이: 안녕달,창비,2020,3~7세,4,더 큰 아이 쪽으로 넓음,True,29796
47,9788936454951,1498,0.816,44.9,85.7,할머니의 여름휴가,안녕달,창비,2016,3~9세,3,더 큰 아이 쪽으로 넓음,True,38130
48,9788949105086,685,0.995,35.9,85.7,"토마토야, 왜 그래? ",다나카 기요 글·그림 ;엄혜숙 옮김,비룡소,2018,2~4세,3,대칭,False,4258
49,9788993242812,907,0.93,39.1,85.6,너는 어떤 씨앗이니? ,최숙희 글·그림,책읽는곰,2013,2~5세,2,더 큰 아이 쪽으로 넓음,True,12876
50,9788927187370,730,0.978,36.6,85.5,"고마워요, 꼬마 아가씨",인현진 글;이지은 그림,,2016,2~4세,3,대칭,False,4964
51,9788927187301,837,0.947,38.2,85.5,싫어 몰라 안 돼!,류혜인 글;이주윤 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,6432
52,9791185564128,1308,0.843,43.3,85.5,꿈에서 맛본 똥파리 ,지은이: 백희나,책읽는곰,2014,3~6세,4,대칭,True,26570
53,9788927187318,764,0.96,37.2,85.1,나랑 같이 놀자,신미경 글;주성희 그림,,2016,2~4세,3,더 큰 아이 쪽으로 넓음,False,5759
54,9788927187066,784,0.952,37.5,85.0,이건 공룡이라고!,최옥임 글;장선환 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,5849
55,9791158360986,1398,0.819,44.1,85.0,아이스크림이 꽁꽁 ,구도 노리코 글·그림 ;윤수정 옮김,책읽는곰,2018,3~6세,3,더 큰 아이 쪽으로 넓음,True,27686
56,9788949105062,684,0.983,35.9,85.0,아빠와 피자놀이 ,윌리엄 스타이그 글·그림 ;김경미 옮김,비룡소,2018,2~5세,3,대칭,False,5465
57,9788927186939,820,0.941,38.0,85.0,그까짓 주사 따위,강은경 글;권송이 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,6820
58,9788927187103,767,0.954,37.2,84.9,난 오줌 안 쌌어,양대승 글;여미경 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,5592
59,9788955823431,684,0.977,35.9,84.8,"도와줘, 늑대가 나타났어! ",세드릭 라마디에 글 ;조연진 옮김,길벗어린이,2015,2~5세,1,더 큰 아이 쪽으로 넓음,True,6319
60,9788949105147,634,0.994,35.0,84.7,나 진짜 화났어! ,폴리 던바 글·그림 ;김효영 옮김,비룡소,2019,2~4세,3,대칭,False,3809
61,9791158064006,678,0.977,35.8,84.7,(우리가 꼭 알아야 할) 세상 모든 중장비 ,탈것발전소 지음,주니어골든벨,2019,2~5세,3,대칭,True,4837
62,9788955823295,1007,0.886,40.3,84.6,엄마가 정말 좋아요 ,미야니시 다쓰야 글·그림 ;이기웅 옮김,길벗어린이,2015,3~6세,3,더 큰 아이 쪽으로 넓음,True,16919
63,9788949194394,639,0.991,35.1,84.6,개구쟁이 아치,지은이: 기요노 사치코 ;옮긴이: 고향옥,비룡소,2009,2~4세,3,대칭,False,4273
64,9788927187479,739,0.955,36.8,84.5,산타 할아버지에게 선물을,정재은 글;송효정 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,5970
65,9788927186984,765,0.947,37.2,84.5,"엄마, 이제 그만!",박혜숙 글;이동희 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,6448
66,9788927187042,707,0.965,36.3,84.5,한 밤만 더 자면,강은경 글;이혜진 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,5221
67,9788927187271,730,0.956,36.6,84.4,끝까지 들어 줘!,정재은 글;정문주 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,5810
68,9788964133149,619,0.993,34.7,84.4,(뽀롱뽀롱 뽀로로) 뽀로로와 마법 나라 ,키즈아이콘 [편],아이코닉스,2018,2~4세,3,대칭,False,3605
69,9788953581166,979,0.887,40.0,84.3,구름빵 : 키 크는 빵 주세요,GIMC|DPS,한솔수북,2011,3~6세,3,더 큰 아이 쪽으로 넓음,False,14499
70,9788927187226,806,0.931,37.8,84.3,해보기를 잘했어!,노지영 글;조성헌 그림,,2016,3~5세,3,더 큰 아이 쪽으로 넓음,False,6563
71,9788964961919,864,0.914,38.6,84.3,수박씨를 삼켰어! ,그렉 피졸리 글·그림 ;김경연 옮김,토토북,2014,2~5세,3,더 큰 아이 쪽으로 넓음,True,11650
72,9788952764270,924,0.899,39.3,84.3,"무지개 물고기야, 엄마가 지켜 줄게 ",마르쿠스 피스터 그림·글 ;김영진 옮김,시공사,2012,2~5세,4,대칭,True,13330
73,9791186201848,693,0.962,36.0,84.2,(로보카 폴리) 병균을 조심해! ,원작: 로이비쥬얼,로이비쥬얼,2020,2~4세,3,더 큰 아이 쪽으로 넓음,False,3884
74,9788997366132,934,0.893,39.5,84.1,바닷가로 떠나요! ,글: 엘런 델랑어 ;옮김: 정은미,키즈엠,2022,2~5세,4,대칭,False,13609
75,9791158360214,1828,0.738,47.2,84.0,이상한 엄마 ,백희나,책읽는곰,2016,3~8세,5,대칭,True,50284
76,9788927187233,703,0.956,36.2,84.0,할머니랑 나랑,강민경 글;배종숙 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,5192
77,9788927187097,723,0.947,36.5,83.9,"걱정 아저씨, 어디 가세요?",류혜인 글;김이조 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,5802
78,9788997984121,699,0.954,36.1,83.9,밥이 최고야 ,김난지 글 ;최나미 그림,천개의바람,2013,2~5세,3,더 큰 아이 쪽으로 넓음,True,8156
79,9788949194257,624,0.98,34.8,83.8,개구쟁이 아치,지은이: 기요노 사치코 ;옮긴이: 고향옥,비룡소,2009,2~4세,3,대칭,False,3484
80,9788927187080,730,0.944,36.6,83.8,놀이터 귀신,정진 글;전미화 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,6329
81,9788927186991,764,0.933,37.2,83.8,쌍코피가 팡,전현정 글;전미화 그림,,2016,2~5세,4,더 어린 아이부터 봄,False,6614
82,9788927187219,665,0.964,35.6,83.8,기차역으로 간 포포,류혜인 글;김요나 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,5279
83,9788990364661,1010,0.866,40.4,83.6,고 녀석 맛있겠다,미야니시 타츠야 글그림;백승인 옮김,달리,2004,3~6세,4,대칭,False,16674
84,9788927187196,721,0.943,36.5,83.6,모두 다 주세요,김수경 글;국지승 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,5781
85,9788955823882,571,0.995,33.8,83.6,화난 책 ,세드릭 라마디에 글 ;조연진 옮김,길벗어린이,2017,2~5세,3,대칭,True,4938
86,9788955823516,691,0.951,36.0,83.5,빵빵! 무슨 일이야? ,오무라 토모코 글·그림 ;고향옥 옮김,길벗어린이,2016,2~5세,3,더 큰 아이 쪽으로 넓음,True,6686
87,9788927187141,734,0.936,36.7,83.5,"엄마, 내가 싫어요?",정재은 글;강은옥 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,5959
88,9788970945750,671,0.954,35.7,83.4,한 입만 ,경혜원 글·그림,한림출판사,2017,2~5세,3,더 큰 아이 쪽으로 넓음,True,7427
89,9788927187172,681,0.951,35.8,83.4,내가 책임질게,류혜인 글;이희은 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,5357
90,9788957913796,689,0.947,36.0,83.3,콧구멍을 후비면,글·그림: 사이토 타카코;옮김: 안미연,애플비,2006,2~5세,3,더 큰 아이 쪽으로 넓음,False,8139
91,9788927187158,705,0.942,36.2,83.3,사실은 내가 그랬어,강은경 글;임광희 그림,,2016,2~5세,4,더 어린 아이부터 봄,False,6048
92,9788927187127,660,0.957,35.5,83.3,은비의 깜짝 선물,전현정 글;김현주 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,5548
93,9788927186946,737,0.93,36.7,83.3,내 이빨 내놔! ,강은경 글;심미아 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,6911
94,9788953581180,903,0.882,39.1,83.2,구름빵 : 엄마의 립스틱,GIMC|DPS,한솔수북,2011,3~6세,3,더 큰 아이 쪽으로 넓음,False,13771
95,9788927187257,640,0.96,35.1,83.1,집 앞까지 열 걸음,이정은 글;홍선주 그림,,2016,2~4세,3,더 큰 아이 쪽으로 넓음,False,4614
96,9788964133552,541,0.998,33.2,83.1,(뽀롱뽀롱 뽀로로) 꼬물꼬물 크롱의 작은 친구 ,키즈아이콘 [편],아이코닉스,,2~4세,3,대칭,True,2776
97,9788927187356,669,0.95,35.6,83.1,도깨비랑 약속했어,정민지 글;여기 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,5530
98,9788949194363,571,0.984,33.8,83.0,개구쟁이 아치,지은이: 기요노 사치코 ;옮긴이: 고향옥,비룡소,2009,2~4세,3,대칭,False,3358
99,9788949194240,539,0.998,33.2,83.0,개구쟁이 아치,지은이: 기요노 사치코 ;옮긴이: 고향옥,비룡소,2009,2~4세,3,대칭,False,3324
100,9788927186977,696,0.939,36.1,83.0,도둑맞은 도둑,최형미 글;최수영 그림,,2016,2~5세,4,더 어린 아이부터 봄,False,6415
