rank,isbn13,3세_대출,적합도,인기점수(50),추천도(100),제목,저자,출판사,출판년,추천연령,최다선택나이,분포,그림책,총대출
64,9791157410187,913,0.952,39.2,86.8,코끼리 ,글·그림: 앤서니 브라운 ;옮김: 하빈영,현북스,2015,2~5세,3,더 큰 아이 쪽으로 넓음,True,10794
65,9788927187004,909,0.981,39.2,88.2,엄마 손 꼭 잡고,박혜선 글;윤지회 그림,,2016,2~4세,3,대칭,False,5899
66,9791186531778,909,0.751,39.1,76.7,아이스크림 걸음! ,박종진 씀 ;송선옥 그림,소원나무,2018,3~7세,5,대칭,False,21681
67,9788993242812,907,0.93,39.1,85.6,너는 어떤 씨앗이니? ,최숙희 글·그림,책읽는곰,2013,2~5세,2,더 큰 아이 쪽으로 넓음,True,12876
68,9788949110486,906,0.854,39.1,81.8,고릴라,앤서니 브라운,비룡소,1998,3~6세,4,대칭,True,17344
69,9788953581180,903,0.882,39.1,83.2,구름빵 : 엄마의 립스틱,GIMC|DPS,한솔수북,2011,3~6세,3,더 큰 아이 쪽으로 넓음,False,13771
70,9791158361907,899,0.664,39.0,72.2,꽁꽁꽁 피자 ,윤정주 글·그림,책읽는곰,2020,3~7세,5,대칭,True,27223
71,9788927187035,895,0.954,39.0,86.7,나는 내가 좋아,류혜인 글;이지은 그림,,2016,2~4세,3,더 큰 아이 쪽으로 넓음,False,6505
72,9788970940199,887,0.718,38.9,74.8,도깨비를 빨아 버린 우리 엄마,사토 와키코,한림출판사,1991,3~7세,4,더 큰 아이 쪽으로 넓음,True,22787
73,9788901149332,884,0.774,38.8,77.5,도토리 마을의 빵집 ,글·그림: 나카야 미와 ;옮김: 김난주,웅진씽크빅,2012,3~6세,5,더 어린 아이부터 봄,False,18708
74,9788993242317,881,0.951,38.8,86.3,너는 기적이야 ,최숙희 글·그림,책읽는곰,2010,2~5세,2,더 큰 아이 쪽으로 넓음,True,10824
75,9788927187028,880,0.959,38.8,86.7,남자일까 여자일까?,장경원 글;국지승 그림,,2016,2~4세,3,더 큰 아이 쪽으로 넓음,False,6284
76,9788901232232,879,0.645,38.8,71.0,팥빙수의 전설 :이지은 그림책 ,글·그림: 이지은,웅진씽크빅,2019,3~8세,5,대칭,False,31098
77,9788964132166,876,0.996,38.7,88.5,"친구야, 안녕! - 상상력",키즈아이콘 편집부 (지은이),키즈아이콘(아이코닉스),2013,2~4세,3,대칭,False,5488
78,9788953582767,874,0.845,38.7,80.9,구름빵 뒤죽박죽 방 치우기 ,"글·그림: GIMC,김향수",한솔교육,2011,3~6세,4,대칭,False,13575
79,9788955821055,870,0.602,38.6,68.7,집안 치우기 ,글: 고대영 ;그림: 김영진,길벗어린이,2010,4~9세,6,대칭,True,34697
80,9788927186953,870,0.958,38.6,86.5,골고루 나라의 왕셰프,배영하 글;이수아 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,6883
81,9788964961919,864,0.914,38.6,84.3,수박씨를 삼켰어! ,그렉 피졸리 글·그림 ;김경연 옮김,토토북,2014,2~5세,3,더 큰 아이 쪽으로 넓음,True,11650
82,9788964132159,862,0.986,38.5,87.8,(뽀롱뽀롱 뽀로로) 빨간 모자 패티 ,"키즈아이콘,스튜디오 게일 그림",아이코닉스,2018,2~5세,3,대칭,False,6260
83,9788964132135,862,0.996,38.5,88.3,(뽀롱뽀롱 뽀로로) 하늘을 날고 싶어요 ,"글·그림: 아이코닉스 엔터테인먼트,오콘 그림",아이코닉스 엔터테인먼트,2013,2~4세,3,대칭,False,5434
84,9788955820461,856,0.639,38.5,70.4,지하철을 타고서,글: 고대영;그림:김영진,길벗어린이,2006,3~7세,6,더 어린 아이부터 봄,True,29596
85,9788964132173,850,0.981,38.4,87.4,(뽀롱뽀롱 뽀로로) 뽀로로와 마술피리 ,"키즈아이콘,아이코닉스 [편]",아이코닉스,2017,2~4세,3,대칭,False,5842
86,9791185564142,847,0.883,38.3,82.5,진짜 코 파는 이야기,이갑규 (지은이),책읽는곰,2014,2~5세,4,대칭,True,13558
87,9788925550633,842,0.685,38.3,72.5,오싹오싹 당근 ,애런 레이놀즈 글 ;홍연미 옮김,알에이치코리아,2013,3~7세,5,대칭,False,23209
88,9788927187301,837,0.947,38.2,85.5,싫어 몰라 안 돼!,류혜인 글;이주윤 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,6432
89,9788953588202,836,0.874,38.2,81.9,구름빵 과일 좋아! 채소 좋아! ,"글·그림: GIMC,김향수",한솔교육,2013,3~6세,3,더 큰 아이 쪽으로 넓음,False,12018
90,9788927186960,836,0.954,38.2,85.9,"황금 로봇, 출동!",정재은 글;김도윤 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,6424
91,9788974999988,835,0.895,38.2,82.9,감귤 기차 ,김지안 글·그림,JEI(재능교육),2016,2~6세,3,더 큰 아이 쪽으로 넓음,True,14061
92,9788927187011,829,0.966,38.1,86.4,"랑랑아, 따라가지 마",신미경 글;이수영 그림,,2016,2~4세,3,더 큰 아이 쪽으로 넓음,False,5908
93,9788955822823,825,0.585,38.0,67.3,싸워도 돼요? ,글: 고대영 ;그림: 김영진,길벗어린이,2013,4~8세,6,대칭,True,33648
94,9791185564227,824,0.886,38.0,82.3,삐약이 엄마 ,지은이: 백희나,책읽는곰,2014,2~6세,4,대칭,True,15309
95,9788927186939,820,0.941,38.0,85.0,그까짓 주사 따위,강은경 글;권송이 그림,,2016,2~5세,3,더 큰 아이 쪽으로 넓음,False,6820
96,9788955822892,815,0.879,37.9,81.8,손가락 문어 ,구세 사나에 글·그림 ;이기웅 옮김,길벗어린이,2014,2~5세,2,더 큰 아이 쪽으로 넓음,True,10867
97,9791158360955,813,0.893,37.9,82.5,마음아 안녕 :최숙희 그림책 ,최숙희 글·그림,책읽는곰,2018,2~5세,4,대칭,True,12945
98,9788967493707,812,0.965,37.8,86.1,감기책 ,글: 천미진 ;그림: 이지은,키즈엠,2015,2~5세,3,더 큰 아이 쪽으로 넓음,False,7894
99,9788997728428,811,0.866,37.8,81.1,곰돌이 팬티 =Polar bear's underwear ,지은이: 투페라 투페라 ;옮긴이: 김미대,북극곰,2014,2~5세,4,대칭,True,11415
100,9788927187226,806,0.931,37.8,84.3,해보기를 잘했어!,노지영 글;조성헌 그림,,2016,3~5세,3,더 큰 아이 쪽으로 넓음,False,6563
